p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
8.00E-08,0.316774992,0.174,0.065,0.001168354,7,LASP1
8.13E-08,0.268186796,0.267,0.118,0.001187152,7,BBIP1
8.26E-08,0.298431752,0.36,0.18,0.001206528,7,AATF
8.29E-08,0.353306941,0.424,0.23,0.001210974,7,PRKDC
8.66E-08,0.376768326,0.5,0.283,0.001265012,7,PSMC6
9.10E-08,0.391064039,0.64,0.408,0.001328777,7,TAX1BP1
9.18E-08,0.302327731,0.43,0.227,0.001340211,7,URM1
9.18E-08,0.310880583,0.297,0.138,0.001341282,7,RPS6KB2
9.33E-08,0.272396497,0.215,0.089,0.001361745,7,PDZD11
9.34E-08,0.503923008,0.686,0.458,0.001363424,7,STK4
9.58E-08,0.337166006,0.43,0.231,0.001399496,7,NAXE
9.73E-08,0.263447723,0.157,0.055,0.001420416,7,AGO2
9.86E-08,0.277690464,0.291,0.136,0.001440058,7,UTP6
1.01E-07,0.268287222,0.198,0.079,0.001473197,7,TMEM242
1.04E-07,0.34241648,0.936,0.879,0.001514226,7,SNRPD2
1.04E-07,0.420066524,0.791,0.583,0.001516208,7,COPE
1.05E-07,0.310907651,0.43,0.229,0.001535168,7,DPM2
1.07E-07,0.250740039,0.163,0.059,0.001558806,7,NCOA3
1.07E-07,0.392869036,0.75,0.538,0.001561042,7,SF3B5
1.07E-07,0.503512413,0.814,0.671,0.001565014,7,CALR
1.08E-07,0.286452553,0.384,0.195,0.001581282,7,ESF1
1.09E-07,0.262695136,0.186,0.072,0.001588967,7,IL12RB1
1.10E-07,0.251858495,0.203,0.082,0.001606122,7,SWI5
1.14E-07,0.40455175,0.302,0.146,0.001662602,7,CARHSP1
1.14E-07,0.326338312,0.407,0.221,0.001663302,7,BCL2A1
1.16E-07,0.322795895,0.436,0.226,0.001686762,7,FRG1
1.16E-07,0.278263202,0.453,0.243,0.001689868,7,TMEM160
1.17E-07,0.296700535,0.436,0.233,0.001705582,7,RPIA
1.23E-07,0.29489967,0.25,0.11,0.001797792,7,TACO1
1.27E-07,0.280873669,0.436,0.236,0.001855568,7,ZBTB8OS
1.30E-07,0.271222971,0.308,0.148,0.001903368,7,PRPF38A
1.30E-07,0.459414139,0.756,0.577,0.001903392,7,NDUFB9
1.31E-07,0.279839712,0.477,0.255,0.001919138,7,NDUFAF4
1.33E-07,0.413689734,0.512,0.308,0.001947928,7,UFD1
1.35E-07,0.329598902,0.401,0.212,0.001965197,7,PRPF19
1.41E-07,0.252726677,0.256,0.115,0.002064069,7,WBP4
1.43E-07,0.335946015,0.349,0.178,0.002088261,7,LCMT1
1.45E-07,0.366759963,0.634,0.399,0.002123886,7,LSM6
1.52E-07,0.369434918,0.436,0.241,0.002222255,7,NOP56
1.56E-07,0.305653333,0.465,0.257,0.002270784,7,MRPL28
1.56E-07,0.27150211,0.32,0.155,0.002274457,7,DDX56
1.58E-07,0.31368372,0.913,0.818,0.002305336,7,COX7A2
1.61E-07,0.322998735,0.5,0.285,0.002349806,7,PWP1
1.61E-07,0.399671659,0.703,0.491,0.002352965,7,SF3B6
1.61E-07,0.39926866,0.785,0.549,0.002357499,7,PSMA3
1.69E-07,0.294551358,0.355,0.181,0.002466239,7,HSPA4
1.72E-07,0.336105726,0.291,0.137,0.002512057,7,PSTPIP1
1.97E-07,0.253087488,0.413,0.213,0.0028805,7,CCDC47
1.97E-07,0.463567953,0.715,0.496,0.002882262,7,ZNF706
1.98E-07,0.293399961,0.233,0.101,0.002888423,7,GOSR2
2.00E-07,0.302722446,0.384,0.198,0.00292588,7,SCNM1
2.04E-07,0.597858914,0.488,0.304,0.002984429,7,ANXA5
2.15E-07,0.341806319,0.913,0.837,0.003142978,7,SSR4
2.18E-07,0.3776052,0.878,0.768,0.003184504,7,SEPTIN7
2.23E-07,0.363760777,0.669,0.425,0.003249691,7,GYPC
2.23E-07,0.375750483,0.599,0.37,0.003260924,7,METTL26
2.34E-07,0.356169988,0.616,0.389,0.003417366,7,WDR1
2.34E-07,0.276100378,0.279,0.13,0.003420911,7,MRPL48
2.36E-07,0.405367996,0.39,0.202,0.003450023,7,MAD2L2
2.48E-07,0.369480039,0.692,0.46,0.003626607,7,GPR171
2.48E-07,0.263316424,0.262,0.119,0.003628276,7,FADD
2.50E-07,0.344165574,0.413,0.221,0.003643663,7,CDC40
2.50E-07,0.455744551,0.605,0.383,0.00365099,7,SEC13
2.52E-07,0.298893709,0.355,0.18,0.003678547,7,ELOF1
2.61E-07,0.318233238,0.192,0.08,0.003818155,7,SDC4
2.65E-07,0.25293958,0.151,0.054,0.003875726,7,MAP3K4
2.68E-07,0.307869642,0.436,0.236,0.003917775,7,CFAP298
2.74E-07,0.284717011,0.297,0.141,0.003999206,7,ARPP19
2.80E-07,0.250964649,0.267,0.123,0.004091165,7,GTF2F2
2.84E-07,0.419381177,0.773,0.546,0.004143886,7,TRAPPC1
2.85E-07,0.362304279,0.576,0.364,0.004161949,7,NDUFS7
2.88E-07,0.264627087,0.326,0.16,0.004201939,7,LRRC59
3.02E-07,0.31841085,0.262,0.122,0.004404426,7,MCUR1
3.02E-07,0.424530616,0.483,0.28,0.004414572,7,UFM1
3.09E-07,0.278122293,0.43,0.234,0.00451101,7,EIF3J
3.20E-07,0.434662849,0.372,0.196,0.004667702,7,SSRP1
3.20E-07,0.355038779,0.843,0.696,0.00467469,7,C19orf53
3.26E-07,0.55936333,0.75,0.558,0.004765067,7,HSPA5
3.27E-07,0.362130502,0.506,0.296,0.004771443,7,TRAPPC4
3.27E-07,0.347342442,0.407,0.219,0.004773069,7,RBBP4
3.31E-07,0.283213416,0.942,0.909,0.004830272,7,HNRNPA2B1
3.35E-07,0.268026403,0.233,0.103,0.004895234,7,RRBP1
3.44E-07,0.532054127,0.605,0.399,0.005019307,7,BATF
3.47E-07,0.29223259,0.256,0.116,0.005066786,7,IDH3A
3.49E-07,0.293504969,0.465,0.261,0.00510199,7,HCFC1R1
3.51E-07,0.282264124,0.326,0.163,0.005118376,7,GAR1
3.56E-07,0.266114394,0.471,0.257,0.005202993,7,NDUFB5
3.65E-07,0.356551097,0.413,0.226,0.005329573,7,CEBPZ
3.65E-07,0.349592687,0.494,0.272,0.005329882,7,KRR1
3.74E-07,0.43228784,0.669,0.475,0.005454475,7,CCT4
3.84E-07,0.337809422,0.512,0.306,0.005611093,7,PSMC1
3.89E-07,0.267562326,0.343,0.175,0.005682874,7,UBE3A
3.89E-07,0.290125065,0.471,0.26,0.005684827,7,LYAR
3.93E-07,0.280412322,0.221,0.096,0.005737299,7,CLTC
3.96E-07,0.292362934,0.18,0.071,0.005777849,7,RMDN1
3.96E-07,0.367523395,0.669,0.42,0.005781096,7,CHMP2A
4.19E-07,0.267761472,0.442,0.239,0.006112026,7,PMPCB
4.22E-07,0.296886105,0.267,0.124,0.006157713,7,MPDU1
4.27E-07,0.466980393,0.43,0.232,0.006238904,7,CCNDBP1
4.30E-07,0.328681249,0.57,0.336,0.006285183,7,MTFP1
4.31E-07,0.29110972,0.145,0.053,0.006299012,7,ADIPOR2
4.36E-07,0.291793599,0.238,0.108,0.006373527,7,PTRH1
4.42E-07,0.252223681,0.262,0.119,0.006458232,7,RABEPK
4.49E-07,0.409260275,0.587,0.359,0.006555297,7,PAPOLA
4.53E-07,0.332549953,0.762,0.601,0.006608219,7,SSBP1
4.56E-07,0.306943576,0.233,0.104,0.006660513,7,GPX7
4.67E-07,0.347163241,0.279,0.138,0.00682515,7,RAB8B
5.02E-07,0.405721265,0.308,0.156,0.007325691,7,GNAS
5.20E-07,0.389465514,0.25,0.118,0.007587106,7,ZC3H8
5.27E-07,0.324566707,0.285,0.138,0.007690369,7,DLD
5.37E-07,0.264173591,0.285,0.135,0.007842669,7,CMAS
5.44E-07,0.270028049,0.372,0.198,0.007943719,7,ALG5
5.59E-07,0.255525456,0.471,0.257,0.008169245,7,SARNP
5.61E-07,0.337041562,0.913,0.772,0.008193311,7,APRT
5.73E-07,0.257092933,0.32,0.157,0.008372697,7,MRPS30
5.74E-07,0.354859398,0.5,0.294,0.008383503,7,LUC7L3
5.74E-07,0.316733663,0.395,0.212,0.008387173,7,COPS2
5.79E-07,0.353932237,0.57,0.344,0.008454894,7,PUF60
5.84E-07,0.361766878,0.506,0.303,0.008526339,7,NASP
5.85E-07,0.354255851,0.471,0.276,0.00854746,7,ELOVL1
6.03E-07,0.268186218,0.36,0.187,0.008805001,7,RPL26L1
6.05E-07,0.347231281,0.93,0.857,0.008830503,7,PSMB9
6.15E-07,0.343572084,0.372,0.204,0.008986761,7,MRPS26
6.20E-07,0.337434394,0.5,0.301,0.009057625,7,MIEN1
6.21E-07,0.26286718,0.291,0.139,0.009061281,7,APMAP
6.28E-07,0.349213706,0.413,0.232,0.009176249,7,NINJ1
6.34E-07,0.338747665,0.523,0.316,0.009262096,7,PPP1CC
6.36E-07,0.388762407,0.895,0.794,0.009289318,7,HNRNPDL
6.55E-07,0.256733841,0.331,0.168,0.009569819,7,COPS8
6.57E-07,0.419846821,0.552,0.352,0.009599625,7,DDX46
6.74E-07,0.33965367,0.343,0.177,0.009847502,7,ITK
6.81E-07,0.25837881,0.256,0.119,0.009947192,7,CNOT9
7.16E-07,0.327288214,0.488,0.282,0.010450537,7,STAT3
7.30E-07,0.281338322,0.378,0.202,0.01065435,7,EMG1
7.43E-07,0.387110973,0.727,0.54,0.010850325,7,RBX1
7.49E-07,0.363900721,0.523,0.319,0.010941496,7,CDC123
7.51E-07,0.461687856,0.453,0.256,0.010969962,7,PSMD2
7.68E-07,0.330288362,0.448,0.257,0.011220931,7,IMP4
7.83E-07,0.256189372,0.419,0.228,0.011433758,7,MRPS16
7.88E-07,0.304691468,0.355,0.186,0.011500834,7,DUSP11
8.12E-07,0.253933076,0.174,0.071,0.011863014,7,CNOT6L
8.15E-07,0.376792278,0.407,0.233,0.011907323,7,KPNB1
8.27E-07,0.288534726,0.366,0.2,0.01207912,7,OASL
8.60E-07,0.302319556,0.238,0.108,0.012564363,7,KIN
8.69E-07,0.334327009,0.523,0.321,0.012687858,7,SNRPA
8.93E-07,0.274133815,0.273,0.133,0.013033673,7,GON4L
9.06E-07,0.302593941,0.436,0.238,0.013223699,7,AK2
9.12E-07,0.26036849,0.14,0.051,0.013325207,7,ZNF511
9.73E-07,0.285353939,0.488,0.278,0.014214013,7,RPL7L1
9.84E-07,0.251275202,0.151,0.057,0.014364316,7,ING3
9.90E-07,0.313439471,0.384,0.208,0.014460497,7,PRPF31
9.91E-07,0.417025866,0.669,0.444,0.014469952,7,NDUFB7
1.00E-06,0.465586139,0.233,0.11,0.014602702,7,FKBP4
1.00E-06,0.305076829,0.384,0.216,0.014645947,7,RAB10
1.03E-06,0.33753832,0.43,0.246,0.015075348,7,ETFB
1.05E-06,0.31718022,0.837,0.647,0.015289561,7,UQCRH
1.12E-06,0.443908376,0.64,0.428,0.016353052,7,HNRNPM
1.13E-06,0.297854471,0.169,0.069,0.016434601,7,LTBP4
1.23E-06,0.265663043,0.36,0.188,0.017954093,7,MRPL58
1.34E-06,0.269905128,0.419,0.226,0.019551312,7,MPG
1.35E-06,0.257153976,0.291,0.143,0.01971161,7,ACBD6
1.38E-06,0.350419116,0.523,0.327,0.020119047,7,TMEM208
1.39E-06,0.370515149,0.843,0.663,0.020259707,7,TXN
1.39E-06,0.338067604,0.831,0.648,0.020298148,7,PPP1CA
1.44E-06,0.287574008,0.291,0.147,0.021019274,7,TMEM106C
1.56E-06,0.283681772,0.215,0.098,0.022775609,7,NOP2
1.59E-06,0.35226811,0.517,0.316,0.023211241,7,NUCKS1
1.66E-06,0.403286548,0.802,0.648,0.024177008,7,PA2G4
1.73E-06,0.253547387,0.163,0.066,0.025283715,7,STK16
1.73E-06,0.281618238,0.395,0.22,0.025331957,7,ECHDC1
1.75E-06,0.32684325,0.465,0.264,0.025565061,7,LSM1
1.80E-06,0.361940435,0.506,0.297,0.026306382,7,SNRNP40
1.83E-06,0.280305498,0.273,0.136,0.02679297,7,IFRD2
1.88E-06,0.413826931,0.692,0.486,0.027405742,7,RPL22L1
1.90E-06,0.298551377,0.459,0.267,0.027675631,7,ECHS1
1.96E-06,0.345983055,0.535,0.334,0.028673323,7,APEX1
2.04E-06,0.265607569,0.36,0.191,0.029772664,7,MRPS2
2.05E-06,0.279917938,0.535,0.32,0.029906346,7,NAA20
2.09E-06,0.381455175,0.721,0.539,0.030455682,7,RHOG
2.19E-06,0.39658059,0.802,0.621,0.032002968,7,SELENOH
2.20E-06,0.368356148,0.355,0.195,0.032091295,7,TEX264
2.27E-06,0.340289594,0.628,0.417,0.033091928,7,NDUFA2
2.35E-06,0.348397047,0.552,0.346,0.034250125,7,MRPL14
2.36E-06,0.387832093,0.773,0.576,0.034516276,7,EIF3I
2.42E-06,0.329869814,0.25,0.123,0.035367627,7,ANKHD1
2.44E-06,0.301311685,0.384,0.213,0.035600078,7,CD320
2.45E-06,0.362725033,0.233,0.111,0.035748762,7,DEF8
2.47E-06,0.25672158,0.308,0.155,0.036042009,7,TRIM69
2.48E-06,0.334023165,0.709,0.515,0.036282819,7,NDUFB10
2.52E-06,0.342133703,0.273,0.139,0.036772283,7,DHX36
2.66E-06,0.360200521,0.669,0.467,0.038773705,7,MAGOH
2.67E-06,0.366152896,0.779,0.565,0.038919615,7,XRCC5
2.81E-06,0.303012794,0.256,0.125,0.041095106,7,FXN
2.82E-06,0.353515788,0.535,0.34,0.041204041,7,PTPN1
2.84E-06,0.261477803,0.32,0.168,0.04149969,7,TADA3
2.91E-06,0.351017134,0.39,0.216,0.042557005,7,TGS1
2.94E-06,0.261513021,0.994,0.998,0.042890175,7,HLA-A
3.00E-06,0.280884447,0.436,0.25,0.043859559,7,NDUFV1
3.09E-06,0.299397017,0.645,0.43,0.04515667,7,ARGLU1
3.11E-06,0.332423699,0.203,0.093,0.045369853,7,PDCD2L
3.14E-06,0.297247635,0.297,0.148,0.045813967,7,RAE1
3.25E-06,0.400551411,0.826,0.676,0.04745547,7,SLC25A5
3.26E-06,0.298731043,0.727,0.496,0.047570284,7,SCAND1
3.34E-06,0.31438335,0.494,0.296,0.048834168,7,SDHB
3.42E-06,0.292062003,0.907,0.84,0.049874968,7,SUMO2
3.46E-06,0.317446608,0.512,0.315,0.050507894,7,RALY
3.64E-06,0.265361988,0.453,0.268,0.053191871,7,SLAMF1
3.80E-06,0.253655747,0.262,0.127,0.055446953,7,BORCS7
3.89E-06,0.356965733,0.61,0.409,0.056852781,7,TRAC
3.90E-06,0.366596341,0.552,0.363,0.056996366,7,PSMC3
3.93E-06,0.384514033,0.698,0.517,0.057416032,7,TOMM22
4.04E-06,0.279735475,0.506,0.305,0.059004351,7,CSDE1
4.07E-06,0.32896643,0.831,0.769,0.059430593,7,NDUFA4
4.12E-06,0.295649003,0.512,0.312,0.06023418,7,LAP3
4.21E-06,0.391018722,0.453,0.275,0.06141745,7,RILPL2
4.26E-06,0.395242048,0.57,0.382,0.062269784,7,CCND2
4.31E-06,0.354007511,0.366,0.202,0.062982748,7,HARS
4.35E-06,0.265655063,0.407,0.23,0.0635467,7,TIMM10
4.36E-06,0.28385892,0.18,0.079,0.063674389,7,ELP2
4.38E-06,0.305598905,0.262,0.13,0.063940095,7,GOSR1
4.45E-06,0.338879447,0.465,0.286,0.06505557,7,AHSA1
4.49E-06,0.333485932,0.576,0.359,0.065589541,7,PDCD10
4.51E-06,0.327705391,0.192,0.086,0.06578913,7,ARHGEF3
4.51E-06,0.294833204,0.279,0.144,0.065888636,7,PTP4A2
4.57E-06,0.347828708,0.762,0.54,0.066760429,7,GBP2
4.62E-06,0.259758523,0.32,0.169,0.067508134,7,MED8
4.68E-06,0.272944671,0.244,0.118,0.068392848,7,AP3B1
4.84E-06,0.353538744,0.494,0.295,0.070605789,7,C1D
4.93E-06,0.316979348,0.401,0.234,0.071923523,7,GTF2H5
5.07E-06,0.321546361,0.517,0.318,0.07402523,7,C1QBP
5.10E-06,0.262101569,0.488,0.295,0.074455699,7,ATOX1
5.23E-06,0.302295497,0.698,0.498,0.076424056,7,MRPL20
5.27E-06,0.265246226,0.145,0.058,0.07700209,7,RFTN1
5.34E-06,0.323034246,0.721,0.567,0.077948005,7,C11orf58
5.59E-06,0.276303371,0.331,0.18,0.081625803,7,KHDRBS1
5.88E-06,0.312328209,0.541,0.338,0.085920308,7,CLNS1A
5.91E-06,0.331506469,0.791,0.634,0.086322709,7,POLR2L
5.92E-06,0.312807778,0.302,0.161,0.08644053,7,ACTR1A
5.98E-06,0.251739081,0.471,0.281,0.087370639,7,SCAF11
6.13E-06,0.283113316,0.314,0.168,0.089585749,7,RBM27
6.20E-06,0.310635816,0.564,0.351,0.090537214,7,ECH1
6.21E-06,0.282376201,0.605,0.391,0.090727319,7,TOP1
6.41E-06,0.290738616,0.628,0.415,0.09363306,7,RBM25
6.51E-06,0.337677161,0.651,0.431,0.095038683,7,EMD
6.55E-06,0.29623519,0.581,0.363,0.095714112,7,COX16
6.69E-06,0.26338436,0.18,0.08,0.097728951,7,ID3
7.16E-06,0.262029465,0.436,0.248,0.104506204,7,INO80E
7.57E-06,0.304900147,0.331,0.18,0.110512881,7,DCAF7
7.77E-06,0.360876844,0.273,0.144,0.113394137,7,ADAR
7.91E-06,0.347731509,0.872,0.738,0.115446995,7,SEC61G
7.95E-06,0.258851054,0.186,0.084,0.116164518,7,TSR1
8.03E-06,0.36416538,0.826,0.635,0.117206944,7,SF3B2
8.32E-06,0.252130081,0.43,0.245,0.121439675,7,RSBN1L
8.44E-06,0.317932099,0.227,0.11,0.123251753,7,UTP4
8.45E-06,0.283158121,0.291,0.155,0.123332004,7,UTP11
8.81E-06,0.280406757,0.238,0.119,0.128676535,7,FUOM
8.98E-06,0.33377239,0.75,0.534,0.13114991,7,MTDH
9.23E-06,0.339072523,0.744,0.582,0.134835682,7,VDAC1
9.57E-06,0.276746866,0.413,0.235,0.139723108,7,RSF1
9.68E-06,0.295023084,0.674,0.51,0.141357958,7,SRSF11
9.96E-06,0.310445575,0.762,0.589,0.145488956,7,ARPC4
1.01E-05,0.37806264,0.18,0.08,0.14812467,7,TLK1
1.02E-05,0.313655219,0.599,0.395,0.148709977,7,TXNL1
1.07E-05,0.366708539,0.779,0.625,0.156211796,7,UQCR10
1.07E-05,0.259131986,0.477,0.287,0.156967728,7,TMEM256
1.09E-05,0.264740572,0.384,0.219,0.159006392,7,BABAM1
1.14E-05,0.261613453,0.942,0.877,0.16669169,7,ATP5MG
1.17E-05,0.339929947,0.465,0.281,0.17046091,7,RBMX
1.17E-05,0.250523103,0.163,0.071,0.170487894,7,DPP3
1.21E-05,0.261248123,0.308,0.165,0.176114339,7,MPV17
1.21E-05,0.339486105,0.814,0.692,0.176271198,7,ATP5MD
1.25E-05,0.308691911,0.331,0.189,0.182874312,7,MRPS17
1.27E-05,0.277340086,0.453,0.274,0.185136329,7,PPP1R7
1.27E-05,0.30056162,0.628,0.423,0.185920583,7,PDCD6
1.29E-05,0.330562226,0.326,0.179,0.188859219,7,PCM1
1.34E-05,0.370002747,0.663,0.484,0.19500756,7,SNRPF
1.41E-05,0.283486885,0.372,0.216,0.206538287,7,SMIM12
1.50E-05,0.27009881,0.273,0.143,0.218777791,7,OXLD1
1.61E-05,0.255358431,0.273,0.147,0.234892996,7,NTMT1
1.62E-05,0.315418058,0.145,0.06,0.237115967,7,NMT1
1.68E-05,0.265177652,0.209,0.1,0.245579128,7,YY1
1.68E-05,0.288393521,0.581,0.38,0.245683975,7,U2SURP
1.69E-05,0.284745673,0.279,0.148,0.246315273,7,HDLBP
1.70E-05,0.289145399,0.238,0.119,0.248591882,7,CAPN2
1.77E-05,0.32544422,0.523,0.339,0.258421876,7,GNG2
1.82E-05,0.334974079,0.355,0.209,0.265223553,7,ARFGAP3
1.93E-05,0.287462972,0.436,0.264,0.281474283,7,SURF4
1.95E-05,0.342356712,0.279,0.152,0.284831352,7,CHCHD5
1.96E-05,0.316380067,0.587,0.395,0.285698398,7,GADD45GIP1
1.96E-05,0.315323089,0.459,0.282,0.285878576,7,IAH1
1.98E-05,0.264293847,0.32,0.177,0.288768099,7,COMMD2
2.05E-05,0.445782251,0.285,0.158,0.299080767,7,DDX27
2.05E-05,0.332242805,0.738,0.541,0.299141933,7,NDUFA6
2.08E-05,0.380950075,0.721,0.522,0.304431536,7,BZW1
2.17E-05,0.325588842,0.488,0.309,0.316981132,7,AKR1A1
2.17E-05,0.317036981,0.692,0.472,0.316988912,7,ROMO1
2.18E-05,0.310407663,0.448,0.288,0.318427871,7,EIF4E
2.24E-05,0.284851712,0.558,0.364,0.327527466,7,UQCRFS1
2.36E-05,0.292683126,0.599,0.38,0.343923687,7,TKT
2.37E-05,0.274683109,0.355,0.206,0.346597016,7,UCHL3
2.40E-05,0.267180276,0.57,0.379,0.34990209,7,SIVA1
2.44E-05,0.349145436,0.657,0.48,0.356692191,7,MICOS13
2.54E-05,0.281485288,0.849,0.682,0.371476297,7,TRMT112
2.67E-05,0.286868146,0.831,0.687,0.390625475,7,CAPZB
2.76E-05,0.330090348,0.884,0.775,0.403099295,7,UQCR11
2.78E-05,0.290567116,0.756,0.565,0.405822692,7,SAP18
2.82E-05,0.33335093,0.645,0.469,0.412206758,7,EIF1AX
2.88E-05,0.39019415,0.802,0.606,0.420477209,7,BST2
2.98E-05,0.365775296,0.378,0.23,0.435392175,7,CDK4
2.98E-05,0.278625806,0.262,0.141,0.435723536,7,RIOK1
3.15E-05,0.293802939,0.32,0.183,0.460288354,7,UCHL5
3.23E-05,0.305550243,0.727,0.527,0.471015964,7,UBE2I
3.32E-05,0.346718137,0.372,0.223,0.485434774,7,COPB1
3.61E-05,0.272754221,0.308,0.169,0.527228204,7,RAB1A
3.73E-05,0.304719958,0.599,0.422,0.54524259,7,EZR
3.74E-05,0.366875832,0.744,0.621,0.545512621,7,SNRPB
3.88E-05,0.363515079,0.576,0.396,0.566183231,7,MMADHC
4.18E-05,0.270462137,0.401,0.245,0.610525378,7,CCDC167
4.33E-05,0.34182709,0.64,0.443,0.632601989,7,PPP4C
4.34E-05,0.250617023,0.471,0.3,0.634300117,7,AIMP1
4.71E-05,0.259001715,0.483,0.307,0.687775603,7,RNMT
4.95E-05,0.343134656,0.581,0.367,0.722762177,7,THRAP3
5.03E-05,0.315094819,0.628,0.452,0.735164496,7,NUTF2
5.04E-05,0.282085505,0.756,0.611,0.736001735,7,BRK1
5.07E-05,0.298170707,0.744,0.595,0.739749279,7,PPA1
5.18E-05,0.295501683,0.407,0.254,0.755922074,7,IDI1
5.31E-05,0.309400582,0.797,0.587,0.775491758,7,LSM7
5.45E-05,0.265781308,0.36,0.215,0.795236845,7,UBA2
5.52E-05,0.259794431,0.64,0.441,0.806529048,7,PAIP2
5.54E-05,0.406576746,0.599,0.41,0.808816199,7,PDAP1
5.80E-05,0.26070524,0.564,0.371,0.847569153,7,POLR1D
6.06E-05,0.296445669,0.36,0.215,0.884275835,7,PPA2
6.12E-05,0.313340979,0.669,0.478,0.893534098,7,TMED9
6.17E-05,0.310893581,0.68,0.488,0.901095636,7,CACYBP
6.34E-05,0.283802748,0.477,0.301,0.925576431,7,HIF1A
6.37E-05,0.272254979,0.163,0.076,0.929656776,7,LTN1
6.67E-05,0.263547402,0.82,0.688,0.974469208,7,NAP1L1
6.89E-05,0.289622246,0.663,0.467,1,7,GTF2A2
7.27E-05,0.484908393,0.843,0.721,1,7,CD74
7.91E-05,0.319719539,0.558,0.389,1,7,CNPY2
8.20E-05,0.294029879,0.291,0.17,1,7,KRAS
8.25E-05,0.281211375,0.302,0.176,1,7,FUBP1
8.27E-05,0.288624215,0.349,0.216,1,7,NFKBIA
8.30E-05,0.254209531,0.698,0.488,1,7,CCT7
8.45E-05,0.279769349,0.401,0.256,1,7,HMOX2
8.49E-05,0.275656062,0.192,0.095,1,7,ATP2B4
8.80E-05,0.398389871,0.674,0.503,1,7,ATP6V1F
8.96E-05,0.341222124,0.581,0.388,1,7,EMC4
9.00E-05,0.419154122,0.564,0.401,1,7,SDF2L1
9.18E-05,0.292649793,0.273,0.156,1,7,SMC5
9.44E-05,0.325055417,0.401,0.249,1,7,PSMD12
9.51E-05,0.308752629,0.517,0.345,1,7,MRPL54
9.58E-05,0.26155354,0.448,0.275,1,7,COMMD3
9.63E-05,0.322330987,0.791,0.684,1,7,TOMM6
9.81E-05,0.250760262,0.105,0.041,1,7,MYBBP1A
9.85E-05,0.259898951,0.878,0.724,1,7,NDUFB8
9.93E-05,0.317660033,0.663,0.481,1,7,CD3G
0.000103716,0.296801901,0.587,0.411,1,7,PSMD6
0.0001041,0.298412293,0.43,0.271,1,7,RSRC2
0.000108527,0.300731503,0.279,0.158,1,7,BCAP29
0.000109128,0.343359145,0.453,0.294,1,7,DNAJC7
0.000111392,0.280010563,0.703,0.533,1,7,XRCC6
0.000116718,0.257798988,0.558,0.369,1,7,DGUOK
0.000119519,0.309349257,0.715,0.531,1,7,RSL1D1
0.000123335,0.292630505,0.634,0.46,1,7,GDI2
0.000127748,0.34380812,0.657,0.497,1,7,TAP1
0.000136303,0.268248469,0.744,0.578,1,7,ANP32B
0.000138204,0.275169708,0.733,0.624,1,7,EIF3M
0.000145706,0.261006688,0.506,0.332,1,7,SELENOS
0.000153211,0.250788118,0.506,0.324,1,7,ABCF1
0.000158446,0.263160084,0.267,0.153,1,7,EIF4G1
0.000162482,0.266284053,0.238,0.132,1,7,SPTAN1
0.00016728,0.430424553,0.698,0.508,1,7,GPI
0.000190319,0.283341365,0.244,0.135,1,7,SRPK2
0.000201077,0.25089671,0.512,0.333,1,7,PSMF1
0.000202115,0.264667242,0.564,0.366,1,7,LSM3
0.000229582,0.259121994,0.488,0.32,1,7,CD164
0.000232389,0.310897013,0.145,0.07,1,7,UBA1
0.000242338,0.310301141,0.366,0.231,1,7,TAP2
0.000246604,0.255187317,0.669,0.495,1,7,UBE2N
0.000258487,0.279929127,0.738,0.584,1,7,NOL7
0.000260005,0.319543204,0.442,0.291,1,7,ITGB1BP1
0.000270923,0.290780972,0.337,0.209,1,7,AGGF1
0.000307226,0.276622626,0.18,0.093,1,7,RDX
0.000317762,0.272538682,0.628,0.459,1,7,MRPL57
0.000328679,0.297192807,0.663,0.475,1,7,GABARAPL2
0.000331471,0.257227197,0.692,0.526,1,7,JTB
0.000347503,0.286639827,0.82,0.716,1,7,SPCS1
0.000350528,0.260991573,0.831,0.717,1,7,UBL5
0.000361708,0.271433443,0.64,0.454,1,7,PAK2
0.000362247,0.316793386,0.75,0.598,1,7,LIMD2
0.000389172,0.318676347,0.785,0.629,1,7,DRAP1
0.000392721,0.276426109,0.273,0.161,1,7,TRNAU1AP
0.000401038,0.268798605,0.721,0.557,1,7,RTRAF
0.000410935,0.403421193,0.576,0.42,1,7,REXO2
0.000411646,0.335398141,0.523,0.371,1,7,NAPA
0.000433528,0.327774692,0.657,0.494,1,7,AURKAIP1
0.000443902,0.263046347,0.291,0.174,1,7,SNX1
0.000452543,0.397607433,0.343,0.218,1,7,MT-ND6
0.000463698,0.268870273,0.616,0.453,1,7,OTUB1
0.000467022,0.258730486,0.663,0.533,1,7,RAP1B
0.000488847,0.263423099,0.122,0.056,1,7,PPP1R8
0.000515815,0.251313241,0.547,0.378,1,7,RALA
0.000529769,0.265441139,0.407,0.257,1,7,TXNDC9
0.000529811,0.300082942,0.471,0.315,1,7,M6PR
0.000537694,0.287085613,0.605,0.425,1,7,LSM5
0.00054968,0.264135471,0.529,0.375,1,7,CANX
0.000622245,0.284118858,0.703,0.552,1,7,PDCD5
0.000624103,0.275531141,0.616,0.458,1,7,NDUFA3
0.000695048,0.273485753,0.314,0.192,1,7,UTP23
0.000708007,0.265943575,0.314,0.188,1,7,ANAPC15
